name,place_id,types,vicinity,business_status,photos,rating,user_ratings_total,permanently_closed,price_level,google_maps_url
Huang’s meat market,ChIJp4b4DD1ZwokRdhpg5twv9wI,"['point_of_interest', 'store', 'food', 'establishment']","337 Grand Street, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJp4b4DD1ZwokRdhpg5twv9wI
Lara Koleji,ChIJU0tqOK1ZwokR97GCH3ZVwLI,"['clothing_store', 'point_of_interest', 'store', 'establishment']","70 Orchard Street, New York",OPERATIONAL,"[{'height': 488, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106025936523315502869"">Lara Koleji</a>'], 'photo_reference': 'Aaw_FcIDZE7JxM8JQ128MFZ4XBtIFCPwsrKR1WampHDei9ADKoDfblIzg2FqM-4L4-x2lv4P2s_4KdNvZZkrxk1gVn6EgShPv5jmhswc4D5oAQYOAYI1jPmLNQp_ELCdpx5b0TXynWh-8BuZwU_Q585qR7RrFPTOOtqtuFAmRFKC8uiXVGgZ', 'width': 599}]",4.4,14.0,,,https://www.google.com/maps/place/?q=place_id:ChIJU0tqOK1ZwokR97GCH3ZVwLI
Wellspring Corporation,ChIJsRbO4SlawokRDpmSoR6a1dU,"['store', 'food', 'point_of_interest', 'establishment']","54 Ludlow Street # A, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJsRbO4SlawokRDpmSoR6a1dU
Standard Wholesale Hardware,ChIJSde25ilawokREK1jN72cUrM,"['store', 'point_of_interest', 'establishment']","42 Ludlow Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108974776675980106181"">Chow Pan</a>'], 'photo_reference': 'Aaw_FcIJ60H5HAZlTEm6hT8uakUZqHtkWjEik_LA5lRulARd4DGuntSxbSo7lI2YUZu_knDMmNTmryL2WdyHfUO-QJG9lFByRDZO9FfJBucZ5nqlnBRtcEbvc8GrM2WuNGC9jLfC_iog-9HgMWAWODoucOncfdnzdgUI-u89m18gUhzeEvr2', 'width': 3024}]",4.6,41.0,,,https://www.google.com/maps/place/?q=place_id:ChIJSde25ilawokREK1jN72cUrM
N Y City,ChIJ8wF1KShawokRjhbY646mJk0,"['local_government_office', 'point_of_interest', 'establishment']","71 Hester Street, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8wF1KShawokRjhbY646mJk0
Seward Park Wines and Liquors,ChIJl1ayyTVZwokRSYiHXTClGXA,"['liquor_store', 'store', 'point_of_interest', 'establishment']","53 N Ludlow St Off of, Grand Street, New York",OPERATIONAL,"[{'height': 5184, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102282274809384783052"">Seward Park Wines and Liquors</a>'], 'photo_reference': 'Aaw_FcIpkgobmA3BSyWJTlW-FfJ6OdbBHDTG6XhsloGcQo37hCYVC9JJ7dZW1hGwrlG12eFh_pQc0oDXlWxiRRdLupakiBzClpFaL3nGzALX3CYLidwz0KQIKBs48tcPaAVQnYMDEyBPiWz0_FIP5WpW0oHZD15W82um_iBffxOxlCIqwN6k', 'width': 3456}]",4.5,22.0,,,https://www.google.com/maps/place/?q=place_id:ChIJl1ayyTVZwokRSYiHXTClGXA
Effortlex TCG,ChIJyyHVGdRbwokRkL0dAc3Twwk,"['store', 'point_of_interest', 'establishment']","APPOINTMENT ONLY! NO WALKIN!, WE BUY & SELL POKEMON & YUGIOH (MAINLY GRADED CARDS, 41 Ludlow Street, New York",OPERATIONAL,"[{'height': 703, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117097958602409389043"">Recceb ecaa</a>'], 'photo_reference': 'Aaw_FcLPnytVLfG4-xDyPFJdshkbd1J9XLHOc_Gmhnear0YcsNqG-WYC9Wr2gHFv1VZj7sXB9odkSds4Xt1g9zhl6bowlaK6ob6ZYfdxigilGukyq6LYnJnIacHtrwbxFO-JVn7p0oa1jVaKcJshitm7YGcewYvMO0Zjhgu7ny2nekqeQyM-', 'width': 941}]",4.7,15.0,,,https://www.google.com/maps/place/?q=place_id:ChIJyyHVGdRbwokRkL0dAc3Twwk
Art gallery,ChIJVaX4rOFbwokRU-ZqFhDbM8I,"['art_gallery', 'point_of_interest', 'establishment']","39 Ludlow Street, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJVaX4rOFbwokRU-ZqFhDbM8I
Entrance,ChIJE_5k4SlawokRNmXhTyYSIwg,"['art_gallery', 'point_of_interest', 'establishment']","Right storefront, 48 Ludlow Street, New York",OPERATIONAL,"[{'height': 2014, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112308915589521788173"">nathan f</a>'], 'photo_reference': 'Aaw_FcJidNjWku5RNy4j9E9JwsuZ9-z1uzdUA2X7meCi6F3rjkWiEgA4SO2cIQJp0I8pQQYXKEQ9_YBS4eJxCGBHoRXowIckZU1m0R12d_G6fSKieTZgf4H32QeXIhepMBiBBdgM0uyDggj_n4mAJhV5aUdYqE0kNBtbJGgMfjLdUIA9z0V5', 'width': 3019}]",4.6,8.0,,,https://www.google.com/maps/place/?q=place_id:ChIJE_5k4SlawokRNmXhTyYSIwg
Hashimoto Contemporary,ChIJC8MQBaJZwokRiorANhB60dI,"['art_gallery', 'point_of_interest', 'establishment']","54 Ludlow Street, New York",OPERATIONAL,"[{'height': 683, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106029720242938717268"">Hashimoto Contemporary</a>'], 'photo_reference': 'Aaw_FcJsIBuB4nALzP2fXSXFL1ouQE_bQq8O5_AzzKF60KW4NGq3pQTxsuJGTugvAs8himvc7wA8boNGMyc5uxxmtmtHYIv8FyqOYPfUBcwUakeTpiWy5CEW7ppehDzHMc9rcpJ_hXhtQobwdAUuxpOSI0mBraibo8hDQPYasOx_CN5hE5K9', 'width': 1024}]",5.0,3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJC8MQBaJZwokRiorANhB60dI
Sun Jin Shu,ChIJX3975ylawokRjdz8FFdXdio,"['restaurant', 'food', 'point_of_interest', 'establishment']","38 Ludlow Street, New York",OPERATIONAL,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117785062513569239609"">Patrick Joos</a>'], 'photo_reference': 'Aaw_FcIXzavfiuL2Bgx_DpbzHJ2WZUaR-aOBQe0Kdj8zfmcjAGbcL5r1mwEmEezvkL_Hx7vT4m35TYqt49izVyu0bU3YJTduaTAssQVKh_7dQu1vcyXMWpNz80n8OFb_qvdV4zGE6Opk2nEL-oWbDc-OBjnKJe4dl3x_vX2bLBOj1cKN15si', 'width': 1080}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJX3975ylawokRjdz8FFdXdio
Head of State,ChIJYd83C3dZwokRo_lhj9tD-2U,"['hair_care', 'point_of_interest', 'health', 'establishment']","Head of State, 58 Orchard Street, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJYd83C3dZwokRo_lhj9tD-2U
Ji Jian Xian,ChIJqRrIueJbwokRhYx8iKeQJY0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']","38 Ludlow Street, New York",OPERATIONAL,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101408599427719381927"">mcLa twofivesix</a>'], 'photo_reference': 'Aaw_FcJSSfW_2ZNZ79P0AJ2GfM5BY3QA_E96ES4TyXwMV9-C7RmMyuDytLrhk12iY1q1vO3KoVWR1MU31jKbZwOpS8pGe3uyK7T1aHvQ-lmdsRXrUFz-qPqJ93UujJMQr6XP2Uz2EiVdjc4s5aHzeHly_8K72HEXDyLDvPzVdj0MhU3f3P9y', 'width': 4032}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJqRrIueJbwokRhYx8iKeQJY0
O-R-G small softwares,ChIJkXpYixZbwokRk6oanlPgx2s,"['electronics_store', 'store', 'point_of_interest', 'establishment']","38 Ludlow Street, New York",OPERATIONAL,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109296314802672936035"">O-R-G small softwares</a>'], 'photo_reference': 'Aaw_FcIO2JMTd0AewtM24d-C4NILcD8SupYmUDBa83qgL3XfvU9AKGgThKpbVuqpC0dVVG74CD4pIZjzD3eC4qgv2Zl3wGxnOQ_u-6GYKDvxRe-U_PAGLMNX68IW_--qcgeoT1STMs9nLj0N3RoKdDIqHLMHQK6129WQ9uQcuj3bUnMcbFpF', 'width': 4032}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJkXpYixZbwokRk6oanlPgx2s
New York Box,ChIJ2barwilawokR1o5TvoEqosQ,"['store', 'point_of_interest', 'establishment']","34 Ludlow Street, New York",OPERATIONAL,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110209971150563706260"">zvi wilor tzidon</a>'], 'photo_reference': 'Aaw_FcJHdizrsz53YOVDoJKOxjQ66qWyIEz2FKVmXCAd5KBSqQp1irTzDui1DScBFvX-shcbvQa2XBii525wFifMaNUvz4uoJTOOkvdjtXm1M6ApLCTETDv-8jxjkm9x7CklKzg8mDRK-LyUb7wGBFCzS42ZeE49Di5Pm8U4Q_7V1-dtzZM7', 'width': 5312}]",4.1,16.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ2barwilawokR1o5TvoEqosQ
Meow Parlour,ChIJdxwV6ilawokRjxYl79m1BzQ,"['cafe', 'food', 'point_of_interest', 'establishment']","46 Hester Street, New York",OPERATIONAL,"[{'height': 3375, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113194574337741622538"">Meow Parlour</a>'], 'photo_reference': 'Aaw_FcIAhU_fBQTDh3ia9jcBd1PnbCYwr1cCA7Wj9wUOFYKLC6feIUNytQNsJT9gjPSCXHly8s6u3cenVWXqDyGvt6I0n3qQBavcAvkoF5EXGjngE-dnJrvbsXS9t0EeciFoiVA6T5oECNez-tragqZYYA-Q0AacESAbYkKOgkFtQThF6EJx', 'width': 5063}]",4.5,1037.0,,1.0,https://www.google.com/maps/place/?q=place_id:ChIJdxwV6ilawokRjxYl79m1BzQ
Maxwell Graham / Essex Street Gallery,ChIJS7ZjoIdZwokRIHpZ2OULM28,"['art_gallery', 'point_of_interest', 'establishment']","55 Hester Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110118723775633243593"">Zhao Huang</a>'], 'photo_reference': 'Aaw_FcIf9yYtAJXipb5NUtQHOi4Xji-_ENQwYFOl8p5i94GfFLfAKU4olbqCnZtumLxQLRgjZ03R_AC5ze2_vI9UCy7ZtLGQE3atcK3_DhhZSgzurCPZ02hS-oi8dXC4KjPML4RZzsW_z5iTxsbyI7d8HZ9w5GCukYfvbt691tCh0i4R4Guo', 'width': 3024}]",5.0,15.0,,,https://www.google.com/maps/place/?q=place_id:ChIJS7ZjoIdZwokRIHpZ2OULM28
Isaac Sultan & Sons,ChIJRUxIXYdZwokRmdTwn59NPTo,"['clothing_store', 'store', 'point_of_interest', 'establishment']","34 Ludlow Street, New York",OPERATIONAL,,4.3,3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJRUxIXYdZwokRmdTwn59NPTo
Macaron Parlour,ChIJWbX36ilawokR32ZYr3TDtZ8,"['bakery', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']","44 Hester Street, New York",OPERATIONAL,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115095695647677579516"">Yat Sang Yan</a>'], 'photo_reference': 'Aaw_FcJv7M1FGGzD8mQLTZ0v-2c_ZZg4lgi7rLueFTbSSETO7d9RhctMREnvNu5OZs0gP6NjcoejF_ZYxt-4-YlFuzKU_kVL3ZZ15NRPgroe6HK6MnQMo0V-w3ba4AWCDMMG87uvnCvrtxrxcR4bBs-cxF_-Pv69T6j_1xvq_C3JNxCqsMr9', 'width': 4080}]",4.5,67.0,,3.0,https://www.google.com/maps/place/?q=place_id:ChIJWbX36ilawokR32ZYr3TDtZ8
Filthy Food LLC,ChIJPea4wilawokRw7oW-YUwuPY,"['food', 'point_of_interest', 'establishment']","34 Ludlow Street, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJPea4wilawokRw7oW-YUwuPY
Café Forgot,ChIJ5w1pcUNbwokROcdqbsJ9nHU,"['clothing_store', 'store', 'point_of_interest', 'establishment']","29 Ludlow Street, New York",OPERATIONAL,"[{'height': 4240, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116318073884037518812"">Café Forgot</a>'], 'photo_reference': 'Aaw_FcJlBCN_RfOzygVurYqoYfR3eYQrtCzkTO635XBunFBYyukrvF0kKTXp8mW-2s7tIjhCj-96G9JosReiHxLeSanG1-gWMV3SRi9Gtuac2gTRnIMRf0dhlsPbBK_INrk_3BbB-SpVUggvTZfNdV_eF4XxiImOpkdZTcuSyme7esQA0gBQ', 'width': 2832}]",4.3,8.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ5w1pcUNbwokROcdqbsJ9nHU
Casetta,ChIJ_W6Xd-RbwokRrzVE4WYx5xg,"['cafe', 'food', 'point_of_interest', 'establishment']","61 Hester Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108162104705761484307"">HIROMI KAJIMA</a>'], 'photo_reference': 'Aaw_FcJlMLDyL0XSas3F6drIBp-vUfGsr5bkCRY-jvD3z_IdCbyRSOJjyIiSRt86V6J3naDpoSKLTcgHmixVB9RkWULtAfIL04PzABaNuXTivt-klw-fnZz2IqUjNpZeTA0_Jk0YGrieZUBMvPaCncOSWgk0wmxQf7TOE9K9QBOP5G16YO3z', 'width': 3024}]",4.4,16.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ_W6Xd-RbwokRrzVE4WYx5xg
My Pet Ram,ChIJU86iqGFbwokRKEro-_Y3sUY,"['art_gallery', 'point_of_interest', 'establishment']","48 Hester Street, New York",OPERATIONAL,"[{'height': 1667, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113520820553903790674"">My Pet Ram</a>'], 'photo_reference': 'Aaw_FcKaH_J8EMEXvZDhB5yK49mpsU-YsSi9ZJcfdAO-oMdgh5uYaC4TpUg31Kueg3WuQZNumrHtEb9g_VHi2GGXZJJuBQuxDMLai7XYR0CUWbH-_cIUj4y4_EEGjeJ2ZSrK-EFH7Tyq4zIZlig6EaXWc5GB9aqFd3TV035qD3jlNQu__GaM', 'width': 2500}]",5.0,4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJU86iqGFbwokRKEro-_Y3sUY
Kwok Wah Laundromat,ChIJ3a2GwSlawokR2oBjVg-hKs0,"['laundry', 'store', 'point_of_interest', 'establishment']","48 Hester Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100001151548211239708"">Una</a>'], 'photo_reference': 'Aaw_FcLPFlOdaKt64zVkTgGRvEf-zcgNyWDSvIfBhDeupWMO5ZnDL98XwLrUm4vjvR3HjIECQwbSWh8r7_9mJAbtdsICFGx7xgY9bPXWpRlUsRZqPIWeDtMXZJdb9XYJIOGB55LrStMYTZraaVT2neUsPrcCJiYUnedWZiGbYy8CgqkL5QO2', 'width': 3024}]",4.1,18.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ3a2GwSlawokR2oBjVg-hKs0
Factory Tamal,ChIJka6YlSlawokRE-rjWC-iy9s,"['restaurant', 'food', 'store', 'point_of_interest', 'establishment']","34 Ludlow Street, New York",OPERATIONAL,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114151401813481700657"">Factory Tamal</a>'], 'photo_reference': 'Aaw_FcKOz5QG35FADc-fF_Nh11UlmDYGKNMRcstJv-0Ysb6-iXA1PtZQ-HUZmkyQDmgUnDRHze7z9ENiXPhP1dmwho1tjDyO4CGUSegnNyfUIEKEhbE2Zcm87HnHrQe6weXvItoDokr9AawaqaMO2ImJAn9zU5ggyfgQ-_yiaZKi17b5EyQq', 'width': 3035}]",4.6,194.0,,1.0,https://www.google.com/maps/place/?q=place_id:ChIJka6YlSlawokRE-rjWC-iy9s
Aujla's Indian Coffee House,ChIJ32NQYTVbwokR3V5bDfnfOgM,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']","56 Hester Street, New York",OPERATIONAL,"[{'height': 3359, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117808460219123378764"">Ruwan J.</a>'], 'photo_reference': 'Aaw_FcIBF0XVGABC1EeG9XOX1WemBe_KN2MBxLBtYUrJM2A76Jz5YDE726oofwM01LICDKb4xIpPh_vTu2mKY_0wwzxt9xE16vt_NEtesb4GRsuZP2VKjEw2MkwDeHO9k6xTbZQPOW_sNXnMC9nv9pjSJpgCCDg-QEmv_NRi_zGULaq_RzQX', 'width': 2687}]",3.7,26.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ32NQYTVbwokR3V5bDfnfOgM
Leisure Centre,ChIJ_UpuDadbwokRanIpHBDVS1M,"['clothing_store', 'store', 'point_of_interest', 'establishment']","48 Hester Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105014622088519939104"">Gabriel Flores</a>'], 'photo_reference': 'Aaw_FcJtehxZ6WrbV9SYb58K-e_Ax4brRAFGXRGrsLFKmTqB8z20sboQY7J8bDWoeK_GtLJoUNPz9nSk9OgGgGphX_WdSBuzUcBA8XrJjS18lUnsfB3GbzTrvMgM2YskpFfz_qGlJQXataZacCQpZQVS360lWeiGczECu8wzW9OIgTkZw-AJ', 'width': 3024}]",4.9,19.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ_UpuDadbwokRanIpHBDVS1M
Bode,ChIJgb0ajOpbwokRdSp9a3h4YlM,"['clothing_store', 'store', 'point_of_interest', 'establishment']","58 Hester Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115990481423336111883"">Tae V.</a>'], 'photo_reference': 'Aaw_FcLRu-BqQBdb8I_KH9xrpklPqtdtiSlEjrPNuDG3PpwqTdGN_iovZSh1dUjQZFNCpsZnu8E-ZqypmRgkgYG-OR9tEHWddMlWcYt7XcO6UBNCMuSlIZJsOhn2nUbQAs7SQXJoi9CJEw8qSEDgk_C7_ePsXXNhaWO_S1-FyJgX2c_T4CTy', 'width': 3024}]",4.7,32.0,,,https://www.google.com/maps/place/?q=place_id:ChIJgb0ajOpbwokRdSp9a3h4YlM
Rare Bodega,ChIJp96bz-FbwokRjun8JfZAoz8,"['clothing_store', 'store', 'point_of_interest', 'establishment']","29 A Ludlow Street, New York",OPERATIONAL,,4.5,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJp96bz-FbwokRjun8JfZAoz8
New Red Star Laundromat,ChIJydqXMDFbwokR1Dc44KJXIdo,"['laundry', 'point_of_interest', 'establishment']","62 Hester Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101408599427719381927"">mcLa twofivesix</a>'], 'photo_reference': 'Aaw_FcLhLMZ_acFumuWAVCXu0Vp0WexyqfDdpVC8bhTS7HVs7Dz7KS_PE924K4ykqVQElYSfNhXOwPjDgZGQNJTqDgXFCSzfRDb8981oVC18fGk28YAc7RCh8woogJCVrzEciWsGtHgpb52lt1ecd9AXgYTV_xvXZnpOX5Ff8k1YtJKfOlhQ', 'width': 3024}]",4.2,13.0,,,https://www.google.com/maps/place/?q=place_id:ChIJydqXMDFbwokR1Dc44KJXIdo
Ludlow Plumbing,ChIJj9DtwClawokRLI4t0tuLYZA,"['plumber', 'point_of_interest', 'establishment']","26 Ludlow Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106919448448091526475"">Johnny Cataneo</a>'], 'photo_reference': 'Aaw_FcIBdpDUxnpnPW4WrZVb1WAIdmZO3H2hR7UQYtuc9Yy3L8xoNlWQC8wCTwRa25Gj3kz0kIojWlgNMVRgw9LsS_aAX6Z819bF7UXmtdilevz2AzXeTxsLf2Ho9qYrvLj4Iop6rzs6OVYFFWIspqIHOiKwWQS9NJTbFHk1y24fSVwPj6vz', 'width': 3024}]",4.7,22.0,,,https://www.google.com/maps/place/?q=place_id:ChIJj9DtwClawokRLI4t0tuLYZA
375 Showroom,ChIJtcUN3HhbwokRn3o1Dq1lksE,"['clothing_store', 'store', 'point_of_interest', 'establishment']","36 Ludlow Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103934528373313699759"">Big Kim</a>'], 'photo_reference': 'Aaw_FcJpWKfcPf4cOvgiHiqBPwVCxaHX42scz-X8w4CZIMypMGrrjEJk3C_A4UZS5YYqT-ygqU8MK2i-a14XqLDzSiK2so4h3LwsgzwEaxYIk1VsawE_aq9HHYvm-ob4TP6NIkLYv5BXffjra7HiVGtZ_ejQRfr8pbmSMSsqh0leWJnfiBvg', 'width': 3024}]",4.3,16.0,,,https://www.google.com/maps/place/?q=place_id:ChIJtcUN3HhbwokRn3o1Dq1lksE
Peretz Square,ChIJAeVDmINZwokRnryKeO_qLx4,"['park', 'point_of_interest', 'establishment']","1st Avenue &, East Houston Street, New York",OPERATIONAL,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105615962913636796094"">Jim Naureckas</a>'], 'photo_reference': 'Aaw_FcIkrUbJRSrFI3OShD16aVsQ_NpM5GG1s935omEfvbhG4P-FEIHO-C0YBruxuDWVQGwUI2u2yrhEWsNnU21cU_jOEzSDrNFIOnGZ5iwLNpCExAgrOfs1pnzjNMfcKBYTtYiwGiPrmxYkV2HolvG1NQIIl_4dbZUFMTb811IxYbfPCDP2', 'width': 4032}]",4.4,69.0,,,https://www.google.com/maps/place/?q=place_id:ChIJAeVDmINZwokRnryKeO_qLx4
Tre,ChIJiZVU6INZwokReMzNjT1maUw,"['bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","173 Ludlow Street, New York",OPERATIONAL,"[{'height': 777, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108385254939005954570"">Tre</a>'], 'photo_reference': 'Aaw_FcKPMf0WrP1SjNGfizNZ3_oVi608XriovPCR5k9gA9303z9jGyPENWLlQi_3VE3Mvc-RugVsT3cQtSbkQGEC4mVtQmlHz8iQiRCllCbqQhKg0EqLvyO3W5jYLj6Ejsw7r7feAc-gNx40YNIJownYrVwCnsC_I9j1QOX8LWzenC4K1AFA', 'width': 1071}]",4.2,228.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJiZVU6INZwokReMzNjT1maUw
Dirty French,ChIJrXEiw4NZwokRxp0-JU8sJ-I,"['restaurant', 'food', 'point_of_interest', 'establishment']","180 Ludlow Street, New York",OPERATIONAL,"[{'height': 2908, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117808460219123378764"">Ruwan J.</a>'], 'photo_reference': 'Aaw_FcLn-IibC6lpdrHMmcu-4BKPqyh-XuliBO63wcRZfb7HL1mXXtwv1q0k_ZAZWUpNVaHEe1b3pMLsgoN9QOed1-N-xrxjeOOKvvPWphm-_o1WRTMlHSZLkPGLnj_8PQ2XaGMcQlglqMqTrVKLKyyDZSGQQgZ4qYIvfGgkiMrycVao_zM2', 'width': 2908}]",4.4,692.0,,3.0,https://www.google.com/maps/place/?q=place_id:ChIJrXEiw4NZwokRxp0-JU8sJ-I
Katz's Delicatessen,ChIJCar0f49ZwokR6ozLV-dHNTE,"['store', 'restaurant', 'food', 'point_of_interest', 'establishment']","205 East Houston Street, New York",OPERATIONAL,"[{'height': 589, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103429166294766916333"">Katz&#39;s Delicatessen</a>'], 'photo_reference': 'Aaw_FcKs8DKSxurbScTn_nBO7XfobjXBhj7gWPyy1I8QhdCQW9pRv2OkQNtmXEHgPXiN55ruQTNrwrpe8I8KzKxZmey9yhdP1_DyFSh9YmfjnLxzrNT6BugI8XRgKrPLi6jEdQio3r7fspMqLHgq_uSdIp8bkQoPxXROnBkn3QVS5FQYe2r6', 'width': 1048}]",4.5,33320.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJCar0f49ZwokR6ozLV-dHNTE
Le French Diner,ChIJMa8x7oNZwokR3k3Elyw0VC8,"['restaurant', 'food', 'point_of_interest', 'establishment']","188 Orchard Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106118684371331223070"">Leah Fleegle</a>'], 'photo_reference': 'Aaw_FcLKrhLW_Tn7HJaeZAonKrDyItew-Wd9at7en9JYVQn9bLzR4FPkPQYh_kZ1J6WV37JbIMlWQ3x7pAfYW21cik83rtIumLfvCilt-h4wLQlh1tRiFI-vVN3Y5xhtc_YjpX8Rawrb_NCke0vbXB-knoaQiPHC-g-gJ7nWIO_7hM_1YZFv', 'width': 3024}]",4.7,298.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJMa8x7oNZwokR3k3Elyw0VC8
Taverna Di Bacco,ChIJlQFG6INZwokRRiBMK6vm7xw,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","175 Ludlow Street, New York",OPERATIONAL,"[{'height': 852, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117075560961459655301"">Taverna Di Bacco</a>'], 'photo_reference': 'Aaw_FcJERZKAF09oKwewopqnLH9CSGWjPiEXk0KuFeRiWGbiw3QMz5yqxLTxXcqMe9U74MQF2bANpR1rzgjKhgXN7aJrwioljxHsxMAtg7y5rMTaOccwoUg7334RVkTiFGXQEO2_nOEichVO6Bz7AnoXgmbLxb5heKuL4ZduJIrXbEtJzdxp', 'width': 640}]",4.7,321.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJlQFG6INZwokRRiBMK6vm7xw
Susan Eley Fine Art,ChIJjYS1lpxYwokR2lK-TBb2UEY,"['art_gallery', 'point_of_interest', 'establishment']","190 Orchard Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105426503541668939302"">Susan Eley Fine Art</a>'], 'photo_reference': 'Aaw_FcJJX0VKprCV08MRfDgO215VlZ0C4Du4UhELSb_t7JsqMFgaCRlUjHh8yYUaCs-Ykj9wtcAR1-3tya6lsmwIfUIgfYI_xYU7_fJh3qkF2__xjAIMliL0vdf9sWbYTRLpKAqkQgIg9kMoD-Ot5QCu3pLXp5x0p-k-aIkf1tuT5jb7-4lF', 'width': 3024}]",4.4,7.0,,,https://www.google.com/maps/place/?q=place_id:ChIJjYS1lpxYwokR2lK-TBb2UEY
Familia Pizza,ChIJfew8yQZZwokRFyv80ScVTDM,"['cafe', 'food', 'point_of_interest', 'establishment']","205 East Houston Street, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJfew8yQZZwokRFyv80ScVTDM
